name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_fresh,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
Nupur Recyclers,NRL,/company/NRL/consolidated/,166.26,1148.34,Jun 2026,Mar 2026,True,73.13,73.6,0.47,0.0,0.41,0.41,0.0,0.0,0.0,,,,26.87,25.99,-0.88,19604.0,19074.0,-530.0
Nuvama Wealth,NUVAMA,/company/NUVAMA/consolidated/,1688.20,31148.93,Jun 2026,Mar 2026,True,54.13,53.98,-0.15,16.94,19.0,2.06,8.3,8.49,0.19,,,,20.62,18.51,-2.11,122511.0,116526.0,-5985.0
O N G C,ONGC,/company/ONGC/consolidated/,236.90,298317.38,Jun 2026,Mar 2026,True,58.89,58.89,0.0,7.97,8.01,0.04,19.3,19.31,0.01,10.3,10.3,0.0,3.54,3.5,-0.04,2777888.0,2736414.0,-41474.0
Oil India,OIL,/company/OIL/consolidated/,470.00,76434.20,Jun 2026,Mar 2026,True,56.66,56.66,0.0,7.67,7.28,-0.39,19.43,20.13,0.7,9.87,9.87,0.0,6.36,6.06,-0.3,464370.0,457085.0,-7285.0
Ola Electric,OLAELEC,/company/OLAELEC/consolidated/,41.87,19379.15,Jun 2026,Mar 2026,True,34.59,32.96,-1.63,4.0,4.11,0.11,7.01,12.16,5.15,,,,49.64,46.26,-3.38,1953658.0,1944870.0,-8788.0
Olectra Greentec,OLECTRA,/company/OLECTRA/consolidated/,1275.90,10480.43,Jun 2026,Mar 2026,True,50.02,50.02,0.0,7.11,7.95,0.84,0.68,0.58,-0.1,,,,42.2,41.47,-0.73,456911.0,433537.0,-23374.0
Omnitech Engg.,OMNI,/company/OMNI/consolidated/,553.70,6852.87,Jun 2026,Mar 2026,True,74.19,74.19,0.0,4.26,4.31,0.05,11.92,10.81,-1.11,,,,9.62,10.68,1.06,19030.0,20968.0,1938.0
One 97,PAYTM,/company/PAYTM/consolidated/,1775.00,114237.97,Jun 2026,Mar 2026,True,,,,49.4,48.09,-1.31,23.08,24.87,1.79,,,,27.51,27.04,-0.47,820408.0,776661.0,-43747.0
One Global Serv,ONEGLOBAL,/company/ONEGLOBAL/,543.35,1058.39,Jun 2026,Mar 2026,True,68.4,68.4,0.0,5.44,7.72,2.28,0.01,0.01,0.0,,,,26.14,23.87,-2.27,8461.0,9204.0,743.0
One Mobikwik,MOBIKWIK,/company/MOBIKWIK/consolidated/,202.93,1598.17,Jun 2026,Mar 2026,True,25.09,25.08,-0.01,4.24,4.48,0.24,4.07,3.52,-0.55,,,,66.59,66.91,0.32,167477.0,164325.0,-3152.0
OneSource Speci.,ONESOURCE,/company/ONESOURCE/consolidated/,1596.70,18315.01,Jun 2026,Mar 2026,True,30.48,30.48,0.0,17.5,19.19,1.69,20.61,23.37,2.76,,,,31.4,26.95,-4.45,79460.0,77899.0,-1561.0
Onida Electronics,ONIDA,/company/ONIDA/,34.30,1269.31,Jun 2026,Mar 2026,True,40.51,40.51,0.0,0.06,0.03,-0.03,0.0,0.08,0.08,,,,59.43,59.37,-0.06,72154.0,73126.0,972.0
Optiemus Infra.,OPTIEMUS,/company/OPTIEMUS/consolidated/,828.35,7474.21,Aug 2026,Jun 2026,True,72.17,71.4,-0.77,3.24,3.31,0.07,0.98,2.4,1.42,,,,23.62,22.9,-0.72,35747.0,33157.0,-2590.0
Oracle Fin.Serv.,OFSS,/company/OFSS/consolidated/,10849.00,94597.00,Jun 2026,Mar 2026,True,72.44,72.41,-0.03,8.04,9.7,1.66,9.12,8.79,-0.33,0.0,0.0,0.0,10.38,9.08,-1.3,141643.0,125043.0,-16600.0
Orchid Pharma,ORCHPHARMA,/company/ORCHPHARMA/consolidated/,1102.05,6599.65,Jun 2026,Mar 2026,True,69.84,69.84,0.0,0.87,0.8,-0.07,20.24,20.75,0.51,,,,9.04,8.62,-0.42,35118.0,33433.0,-1685.0
Orient Tech.,ORIENTTECH,/company/ORIENTTECH/,238.06,1090.60,Jun 2026,Mar 2026,True,70.66,70.66,0.0,0.03,0.06,0.03,0.0,0.0,0.0,,,,29.31,29.29,-0.02,93232.0,89329.0,-3903.0
Oriental Aromat.,OAL,/company/OAL/consolidated/,558.35,1880.91,Jun 2026,Mar 2026,True,74.17,74.17,0.0,0.0,0.02,0.02,0.0,0.0,0.0,,,,25.83,25.81,-0.02,24382.0,23728.0,-654.0
Oriental Hotels,ORIENTHOT,/company/ORIENTHOT/consolidated/,143.58,2564.87,Jun 2026,Mar 2026,True,68.25,68.53,0.28,0.37,0.36,-0.01,1.14,1.14,0.0,,,,30.24,29.96,-0.28,75998.0,74048.0,-1950.0
P & G Health Ltd,PGHL,/company/PGHL/,5452.00,9047.08,Jun 2026,Mar 2026,True,51.82,51.82,0.0,6.2,6.33,0.13,13.67,12.44,-1.23,,,,28.3,29.41,1.11,50883.0,49056.0,-1827.0
P & G Hygiene,PGHH,/company/PGHH/,7193.50,23340.86,Jun 2026,Mar 2026,True,70.64,70.64,0.0,0.97,0.98,0.01,15.96,15.58,-0.38,,,,12.43,12.79,0.36,53416.0,57957.0,4541.0
P N Gadgil Jewe.,PNGJL,/company/PNGJL/consolidated/,605.00,8907.99,Aug 2026,Jun 2026,True,83.11,76.62,-6.49,0.48,4.73,4.25,4.76,7.88,3.12,,,,11.64,10.78,-0.86,153617.0,151408.0,-2209.0
Pace Digitek,PACEDIGITK,/company/PACEDIGITK/consolidated/,169.39,3653.91,Jun 2026,Mar 2026,True,69.52,69.52,0.0,0.56,0.98,0.42,5.99,5.36,-0.63,,,,23.94,24.14,0.2,78483.0,94368.0,15885.0
Page Industries,PAGEIND,/company/PAGEIND/,37340.00,41592.58,Jun 2026,Mar 2026,True,42.89,42.89,0.0,19.0,18.91,-0.09,32.5,32.93,0.43,0.71,0.71,0.0,4.9,4.56,-0.34,57225.0,52623.0,-4602.0
Panacea Biotec,PANACEABIO,/company/PANACEABIO/consolidated/,381.75,2331.85,Jun 2026,Mar 2026,True,72.48,72.48,0.0,1.6,2.31,0.71,1.96,2.25,0.29,,,,23.96,22.96,-1.0,32620.0,33532.0,912.0
Panama Petrochem,PANAMAPET,/company/PANAMAPET/consolidated/,480.70,2908.83,Jun 2026,Mar 2026,True,63.16,63.16,0.0,11.28,11.72,0.44,0.67,0.67,0.0,,,,24.88,24.44,-0.44,25780.0,26973.0,1193.0
Paramount Comm.,PARACABLES,/company/PARACABLES/consolidated/,62.29,2043.00,Jul 2026,Jun 2026,True,49.19,45.88,-3.31,0.49,0.45,-0.04,0.11,4.11,4.0,1.7,1.58,-0.12,48.54,47.99,-0.55,132072.0,132082.0,10.0
Paras Defence,PARAS,/company/PARAS/consolidated/,1381.20,11110.53,Jun 2026,Mar 2026,True,53.2,53.2,0.0,5.06,8.29,3.23,1.24,3.04,1.8,,,,40.52,35.46,-5.06,376813.0,336442.0,-40371.0
Patel Engineerin,PATELENG,/company/PATELENG/consolidated/,27.27,2703.56,Jun 2026,Mar 2026,True,31.48,31.49,0.01,2.86,3.28,0.42,6.17,4.76,-1.41,,,,55.74,56.71,0.97,462930.0,459866.0,-3064.0
PB Fintech.,POLICYBZR,/company/POLICYBZR/consolidated/,1886.30,87531.52,Jun 2026,Mar 2026,True,,,,39.94,37.29,-2.65,36.72,40.42,3.7,,,,23.19,22.14,-1.05,153261.0,150458.0,-2803.0
PC Jeweller,PCJEWELLER,/company/PCJEWELLER/consolidated/,14.47,14090.59,Jun 2026,Mar 2026,True,40.72,38.5,-2.22,10.4,12.15,1.75,5.42,4.31,-1.11,,,,43.46,45.03,1.57,833144.0,869669.0,36525.0
PCBL Chemical,PCBL,/company/PCBL/consolidated/,345.45,13592.16,Jun 2026,Mar 2026,True,53.38,53.38,0.0,5.56,5.79,0.23,10.99,11.26,0.27,1.19,1.19,0.0,28.9,28.37,-0.53,284488.0,275244.0,-9244.0
PDS,PDSL,/company/PDSL/consolidated/,361.40,5118.76,Jun 2026,Mar 2026,True,61.37,61.37,0.0,3.32,3.78,0.46,5.77,5.18,-0.59,,,,29.38,29.49,0.11,30098.0,30943.0,845.0
Pearl Global Ind,PGIL,/company/PGIL/consolidated/,1300.80,12020.46,Sep 2026,Jun 2026,True,61.11,59.91,-1.2,6.82,6.76,-0.06,19.16,20.12,0.96,,,,12.91,13.19,0.28,30518.0,42398.0,11880.0
Pennar Industrie,PENIND,/company/PENIND/consolidated/,183.31,2487.92,Jun 2026,Mar 2026,True,39.67,39.67,0.0,4.05,3.98,-0.07,5.28,5.9,0.62,,,,51.01,50.44,-0.57,81021.0,79314.0,-1707.0
Petro Carbon,PCCL,/company/PCCL/,453.05,1119.03,Mar 2026,Sep 2025,True,73.21,73.21,0.0,0.75,0.78,0.03,3.95,3.95,0.0,,,,22.09,22.06,-0.03,1601.0,1249.0,-352.0
PG Electroplast,PGEL,/company/PGEL/consolidated/,521.15,14915.67,Jun 2026,Mar 2026,True,43.41,43.37,-0.04,9.75,9.95,0.2,24.49,23.88,-0.61,,,,22.35,22.71,0.36,223484.0,220368.0,-3116.0
Physicswallah,PWL,/company/PWL/consolidated/,136.11,39554.58,Jun 2026,Mar 2026,True,72.3,71.27,-1.03,11.56,12.01,0.45,13.46,13.12,-0.34,,,,2.68,3.6,0.92,194993.0,179493.0,-15500.0
Piccadily Agro,PICCADIL,/company/PICCADIL/consolidated/,621.60,6128.25,Jun 2026,Mar 2026,True,68.56,68.56,0.0,0.76,0.81,0.05,0.79,0.88,0.09,,,,29.9,29.74,-0.16,73813.0,72980.0,-833.0
Pidilite Inds.,PIDILITIND,/company/PIDILITIND/consolidated/,1588.10,161975.80,Jun 2026,Mar 2026,True,69.32,69.24,-0.08,11.75,11.69,-0.06,9.56,9.81,0.25,0.08,0.09,0.01,9.29,9.18,-0.11,520440.0,509811.0,-10629.0
Pilani Invest.,PILANIINVS,/company/PILANIINVS/consolidated/,4041.80,4465.16,Jun 2026,Mar 2026,True,58.68,58.68,0.0,0.43,0.42,-0.01,1.38,1.41,0.03,,,,39.52,39.49,-0.03,17854.0,17621.0,-233.0
Pine Labs,PINELABS,/company/PINELABS/consolidated/,188.30,21730.45,Jun 2026,Mar 2026,True,,,,4.8,9.49,4.69,11.81,24.82,13.01,,,,83.39,65.68,-17.71,117551.0,178120.0,60569.0
Piramal Finance.,PIRAMALFIN,/company/PIRAMALFIN/consolidated/,2226.50,52672.61,Aug 2026,Jun 2026,True,46.16,44.22,-1.94,15.45,15.72,0.27,18.63,21.21,2.58,,,,19.54,18.64,-0.9,197926.0,195055.0,-2871.0
Pitti Engg.,PITTIENG,/company/PITTIENG/consolidated/,1167.10,4398.08,Jun 2026,Mar 2026,True,54.17,54.17,0.0,1.12,1.54,0.42,20.23,20.1,-0.13,,,,22.52,22.2,-0.32,37405.0,37224.0,-181.0
Pix Transmission,PIXTRANS,/company/PIXTRANS/consolidated/,1758.70,2398.56,Jun 2026,Mar 2026,True,62.06,62.06,0.0,0.41,0.61,0.2,2.51,2.7,0.19,,,,35.02,34.64,-0.38,28244.0,27767.0,-477.0
PNB Housing,PNBHOUSING,/company/PNBHOUSING/,1138.50,29692.53,Jun 2026,Mar 2026,True,28.04,28.03,-0.01,16.6,16.81,0.21,44.07,45.71,1.64,0.02,0.02,0.0,11.28,9.42,-1.86,192512.0,171742.0,-20770.0
PNC Infratech,PNCINFRA,/company/PNCINFRA/consolidated/,139.17,3575.89,Jun 2026,Mar 2026,True,56.07,56.07,0.0,7.18,7.28,0.1,24.55,23.83,-0.72,,,,12.21,12.81,0.6,167184.0,163876.0,-3308.0
Pokarna,POKARNA,/company/POKARNA/consolidated/,741.05,2295.20,Jun 2026,Mar 2026,True,56.66,56.66,0.0,6.9,6.91,0.01,15.97,15.64,-0.33,,,,20.47,20.79,0.32,24986.0,23588.0,-1398.0
Poly Medicure,POLYMED,/company/POLYMED/consolidated/,1726.60,17498.49,Jun 2026,Mar 2026,True,62.42,62.42,0.0,5.92,5.56,-0.36,15.6,16.08,0.48,,,,16.08,15.94,-0.14,73414.0,73643.0,229.0
Polycab India,POLYCAB,/company/POLYCAB/consolidated/,8417.00,126780.48,Jun 2026,Mar 2026,True,61.5,61.46,-0.04,18.21,19.0,0.79,7.95,7.62,-0.33,,,,12.33,11.92,-0.41,362997.0,356777.0,-6220.0
Polyplex Corpn,POLYPLEX,/company/POLYPLEX/consolidated/,1117.10,3512.64,Jun 2026,Mar 2026,True,26.72,26.72,0.0,9.91,10.22,0.31,2.91,2.85,-0.06,,,,60.46,60.18,-0.28,98128.0,95075.0,-3053.0
Pondy Oxides,POCL,/company/POCL/,487.40,3715.05,Jun 2026,Mar 2026,True,39.34,36.39,-2.95,2.22,3.14,0.92,7.15,7.5,0.35,,,,51.27,52.96,1.69,65865.0,72759.0,6894.0
Poonawalla Fin,POONAWALLA,/company/POONAWALLA/consolidated/,478.85,42175.31,Jun 2026,Mar 2026,True,63.93,59.02,-4.91,10.21,10.96,0.75,12.14,16.74,4.6,,,,13.15,12.75,-0.4,186863.0,190484.0,3621.0
Power Fin.Corpn.,PFC,/company/PFC/consolidated/,346.00,113985.74,Jun 2026,Mar 2026,True,55.99,55.99,0.0,19.64,20.54,0.9,15.05,14.5,-0.55,,,,9.32,8.96,-0.36,1054196.0,1004992.0,-49204.0
Power Mech Proj.,POWERMECH,/company/POWERMECH/consolidated/,2453.50,7781.75,Jun 2026,Mar 2026,True,58.41,58.41,0.0,6.48,6.54,0.06,20.18,20.6,0.42,,,,14.92,14.45,-0.47,77350.0,79426.0,2076.0
Prabha Energy,PRABHA,/company/PRABHA/consolidated/,234.80,3674.59,Jun 2026,Mar 2026,True,80.22,74.94,-5.28,0.66,1.82,1.16,0.01,0.07,0.06,,,,19.1,23.18,4.08,13711.0,14240.0,529.0
Praj Industries,PRAJIND,/company/PRAJIND/consolidated/,320.15,5885.70,Jun 2026,Mar 2026,True,32.81,32.81,0.0,17.74,17.75,0.01,12.68,14.09,1.41,,,,36.77,35.34,-1.43,400397.0,383086.0,-17311.0
Prataap Snacks,DIAMONDYD,/company/DIAMONDYD/,1088.00,2584.49,Jun 2026,Mar 2026,True,55.59,56.77,1.18,4.79,4.38,-0.41,7.21,7.35,0.14,,,,32.41,31.5,-0.91,13902.0,13162.0,-740.0
Prec. Wires (I),PRECWIRE,/company/PRECWIRE/,498.85,9105.47,Jun 2026,Mar 2026,True,56.61,56.61,0.0,1.65,2.47,0.82,0.11,0.15,0.04,,,,41.63,40.77,-0.86,62834.0,67461.0,4627.0
Precision Camshf,PRECAM,/company/PRECAM/consolidated/,122.11,1158.61,Jun 2026,Mar 2026,True,65.37,65.37,0.0,0.12,0.26,0.14,0.09,0.0,-0.09,,,,34.41,34.36,-0.05,60950.0,61240.0,290.0
Prem. Explosives,PREMEXPLN,/company/PREMEXPLN/consolidated/,675.15,3631.84,Jun 2026,Mar 2026,True,41.33,41.33,0.0,1.18,1.67,0.49,9.17,9.37,0.2,,,,48.33,47.62,-0.71,92900.0,84316.0,-8584.0
Premier Energies,PREMIERENE,/company/PREMIERENE/consolidated/,915.00,41408.76,Jun 2026,Mar 2026,True,63.94,58.48,-5.46,5.72,7.92,2.2,13.69,17.97,4.28,,,,16.28,15.07,-1.21,364141.0,338684.0,-25457.0
Premier Polyfilm,PREMIERPOL,/company/PREMIERPOL/,96.72,1013.94,Jun 2026,Mar 2026,True,69.39,71.09,1.7,0.07,0.09,0.02,1.02,1.02,0.0,0.21,0.21,0.0,29.3,27.58,-1.72,24052.0,23612.0,-440.0
Privi Speci.,PRIVISCL,/company/PRIVISCL/consolidated/,3483.80,13604.41,Jun 2026,Mar 2026,True,60.6,60.6,0.0,1.37,1.94,0.57,10.67,10.07,-0.6,,,,27.36,27.39,0.03,34415.0,44875.0,10460.0
PSP Projects,PSPPROJECT,/company/PSPPROJECT/consolidated/,832.55,3300.98,Jun 2026,Mar 2026,True,68.82,68.82,0.0,1.91,2.1,0.19,2.18,2.91,0.73,,,,27.08,26.18,-0.9,34179.0,32640.0,-1539.0
PTC India,PTC,/company/PTC/consolidated/,157.08,4652.09,Jun 2026,Mar 2026,True,16.22,16.22,0.0,27.46,28.88,1.42,7.52,8.95,1.43,3.38,3.38,0.0,45.43,42.58,-2.85,270599.0,254640.0,-15959.0
PTC Industries,PTCIL,/company/PTCIL/consolidated/,22355.00,33524.25,Jun 2026,Mar 2026,True,59.72,59.72,0.0,3.95,3.95,0.0,9.21,9.35,0.14,,,,27.12,26.98,-0.14,23581.0,26540.0,2959.0
Punjab Chemicals,PUNJABCHEM,/company/PUNJABCHEM/consolidated/,1064.90,1313.64,Jun 2026,Mar 2026,True,39.24,39.24,0.0,3.01,5.86,2.85,0.62,0.64,0.02,,,,57.14,54.28,-2.86,19299.0,19497.0,198.0
PVR Inox,PVRINOX,/company/PVRINOX/consolidated/,1317.50,12936.87,Jun 2026,Mar 2026,True,27.53,27.53,0.0,17.86,18.08,0.22,36.43,35.72,-0.71,,,,18.19,18.67,0.48,238892.0,236922.0,-1970.0
Quadrant Future,QUADFUTURE,/company/QUADFUTURE/,526.55,2109.43,Jun 2026,Mar 2026,True,70.0,70.0,0.0,0.02,1.85,1.83,1.7,2.08,0.38,,,,28.28,26.08,-2.2,41716.0,35257.0,-6459.0
Quality Power El,QPOWER,/company/QPOWER/consolidated/,1555.60,12073.51,Jun 2026,Mar 2026,True,73.91,73.91,0.0,2.28,3.37,1.09,5.97,6.45,0.48,,,,17.85,16.28,-1.57,73930.0,85706.0,11776.0
Quess Corp,QUESS,/company/QUESS/consolidated/,359.00,5363.70,Jun 2026,Mar 2026,True,56.83,56.82,-0.01,8.31,8.58,0.27,12.4,11.86,-0.54,,,,22.44,21.73,-0.71,110118.0,107345.0,-2773.0
R M Drip & Sprin,RMDRIP,/company/RMDRIP/,23.61,1023.56,Jun 2026,Mar 2026,True,21.06,21.06,0.0,3.85,4.24,0.39,0.1,0.1,0.0,,,,75.0,74.6,-0.4,44653.0,42996.0,-1657.0
R R Kabel,RRKABEL,/company/RRKABEL/consolidated/,2476.70,28027.58,Jun 2026,Mar 2026,True,61.65,61.38,-0.27,9.1,10.68,1.58,13.33,11.87,-1.46,,,,15.91,16.07,0.16,130587.0,143418.0,12831.0
R Systems Intl.,RSYSTEMS,/company/RSYSTEMS/consolidated/,239.60,2833.84,Jun 2026,Mar 2026,True,51.85,51.85,0.0,3.76,3.83,0.07,8.6,6.53,-2.07,,,,35.78,37.79,2.01,44372.0,44973.0,601.0
Radico Khaitan,RADICO,/company/RADICO/consolidated/,4601.90,61219.08,Jun 2026,Mar 2026,True,40.2,40.19,-0.01,17.63,18.2,0.57,27.35,28.08,0.73,,,,14.82,13.51,-1.31,152036.0,147064.0,-4972.0
Raghav Product.,RPEL,/company/RPEL/consolidated/,1711.70,7867.68,Jun 2026,Mar 2026,True,62.91,62.89,-0.02,0.36,0.81,0.45,0.0,0.01,0.01,,,,36.73,36.28,-0.45,12868.0,14899.0,2031.0
Railtel Corpn.,RAILTEL,/company/RAILTEL/,268.75,8631.76,Jun 2026,Mar 2026,True,72.84,72.84,0.0,3.72,3.98,0.26,0.99,0.99,0.0,,,,22.44,22.19,-0.25,492275.0,486005.0,-6270.0
Rain Industries,RAIN,/company/RAIN/consolidated/,221.86,7456.83,Jun 2026,Mar 2026,True,41.35,41.35,0.0,8.06,8.02,-0.04,2.15,2.67,0.52,0.34,0.34,0.0,48.1,47.62,-0.48,195180.0,192433.0,-2747.0
Rainbow Child.,RAINBOW,/company/RAINBOW/consolidated/,1406.50,14315.86,Jun 2026,Mar 2026,True,49.84,49.84,0.0,17.24,16.03,-1.21,21.12,22.56,1.44,,,,11.68,11.39,-0.29,88561.0,89305.0,744.0
Rajesh Power,544291,/company/544291/,762.30,1372.70,Mar 2026,Sep 2025,True,73.4,72.7,-0.7,0.45,0.68,0.23,3.39,3.52,0.13,,,,22.76,23.11,0.35,4646.0,6172.0,1526.0
Rajputana Stain.,RSL,/company/RSL/,184.02,1535.11,Jun 2026,Mar 2026,True,57.03,57.09,0.06,4.3,6.3,2.0,0.18,0.12,-0.06,,,,38.49,36.49,-2.0,14609.0,8209.0,-6400.0
Rajratan Global,RAJRATAN,/company/RAJRATAN/consolidated/,483.20,2457.35,Jun 2026,Mar 2026,True,65.2,65.2,0.0,0.57,0.83,0.26,8.3,8.35,0.05,,,,25.92,25.62,-0.3,64168.0,62564.0,-1604.0
Ram Ratna Wires,RAMRAT,/company/RAMRAT/consolidated/,558.65,5186.84,Jun 2026,Mar 2026,True,69.3,69.3,0.0,0.17,0.47,0.3,0.44,0.62,0.18,,,,30.09,29.62,-0.47,19958.0,24296.0,4338.0
Ramco Inds.,RAMCOIND,/company/RAMCOIND/consolidated/,325.95,2824.00,Jun 2026,Mar 2026,True,54.79,54.84,0.05,0.82,1.0,0.18,3.35,3.35,0.0,,,,41.06,40.81,-0.25,29086.0,31622.0,2536.0
Ramco Systems,RAMCOSYS,/company/RAMCOSYS/consolidated/,598.00,2242.04,Jun 2026,Mar 2026,True,55.69,55.51,-0.18,10.02,11.48,1.46,2.03,1.77,-0.26,,,,32.27,31.25,-1.02,27987.0,32100.0,4113.0
Ramky Infra,RAMKY,/company/RAMKY/consolidated/,325.15,2241.83,Jun 2026,Mar 2026,True,69.81,69.81,0.0,1.85,1.92,0.07,0.91,0.91,0.0,,,,27.44,27.37,-0.07,23216.0,23063.0,-153.0
Rane (Madras),RML,/company/RML/consolidated/,1356.70,3747.58,Jun 2026,Mar 2026,True,70.45,70.45,0.0,0.06,0.33,0.27,0.97,0.79,-0.18,,,,28.51,28.43,-0.08,29856.0,28932.0,-924.0
Rane Holdings,RANEHOLDIN,/company/RANEHOLDIN/consolidated/,1591.90,2285.42,Jun 2026,Mar 2026,True,46.63,46.64,0.01,0.76,0.93,0.17,4.11,3.39,-0.72,,,,48.48,49.05,0.57,15635.0,15390.0,-245.0
Rashi Peripheral,RPTECH,/company/RPTECH/consolidated/,898.70,5981.42,Jun 2026,Mar 2026,True,64.01,64.04,0.03,0.78,3.27,2.49,17.45,12.68,-4.77,,,,17.76,20.01,2.25,43946.0,52537.0,8591.0
Rategain Travel,RATEGAIN,/company/RATEGAIN/consolidated/,851.80,10081.58,Jun 2026,Mar 2026,True,48.77,48.78,0.01,5.35,5.75,0.4,20.86,20.86,0.0,,,,24.96,24.53,-0.43,92900.0,90004.0,-2896.0
Ratnamani Metals,RATNAMANI,/company/RATNAMANI/consolidated/,2800.80,19623.61,Jun 2026,Mar 2026,True,59.77,59.77,0.0,10.6,10.72,0.12,19.45,19.13,-0.32,0.02,0.02,0.0,10.15,10.37,0.22,38601.0,36573.0,-2028.0
RattanIndia Pow.,RTNPOWER,/company/RTNPOWER/consolidated/,7.11,3807.35,Jun 2026,Mar 2026,True,44.06,44.06,0.0,5.13,5.25,0.12,6.62,6.58,-0.04,,,,44.2,44.1,-0.1,1943756.0,1911791.0,-31965.0
Ravindra Energy,RELTD,/company/RELTD/consolidated/,149.36,2960.05,Jun 2026,Mar 2026,True,63.66,58.26,-5.4,1.98,3.27,1.29,2.81,2.99,0.18,,,,31.55,35.49,3.94,80815.0,82798.0,1983.0
RBL Bank,RBLBANK,/company/RBLBANK/,428.00,66449.55,Jun 2026,Mar 2026,True,0.0,60.0,60.0,20.23,8.77,-11.46,42.97,16.92,-26.05,0.37,0.15,-0.22,36.44,14.16,-22.28,323042.0,320792.0,-2250.0
REC Ltd,RECLTD,/company/RECLTD/consolidated/,311.50,81838.39,Jun 2026,Mar 2026,True,52.63,52.63,0.0,15.79,15.76,-0.03,16.36,16.98,0.62,0.05,0.05,0.0,15.17,14.57,-0.6,1208647.0,1175194.0,-33453.0
Redington,REDINGTON,/company/REDINGTON/consolidated/,400.75,31348.71,Jun 2026,Mar 2026,True,,,,61.49,61.96,0.47,17.12,16.37,-0.75,0.06,0.06,0.0,21.33,21.61,0.28,253694.0,241094.0,-12600.0
Redtape,REDTAPE,/company/REDTAPE/consolidated/,121.10,6702.96,Jun 2026,Mar 2026,True,71.83,71.83,0.0,3.81,3.21,-0.6,11.01,11.74,0.73,,,,13.36,13.22,-0.14,77943.0,75576.0,-2367.0
Refex Industries,REFEX,/company/REFEX/consolidated/,286.65,3929.60,Jun 2026,Mar 2026,True,55.85,56.57,0.72,1.37,0.93,-0.44,0.13,0.38,0.25,,,,42.66,42.13,-0.53,94159.0,91033.0,-3126.0
Relaxo Footwear,RELAXO,/company/RELAXO/,298.30,7427.11,Jun 2026,Mar 2026,True,71.27,71.27,0.0,3.04,3.11,0.07,9.74,9.67,-0.07,,,,15.95,15.95,0.0,225931.0,223844.0,-2087.0
Religare Enterp.,RELIGARE,/company/RELIGARE/consolidated/,251.77,8681.80,Jun 2026,Mar 2026,True,30.27,30.55,0.28,7.85,9.64,1.79,8.52,9.33,0.81,,,,53.36,50.49,-2.87,73411.0,69935.0,-3476.0
Remus Pharma.,REMUS,/company/REMUS/consolidated/,977.25,1151.60,Mar 2026,Sep 2025,True,70.91,70.95,0.04,5.02,5.28,0.26,0.77,0.83,0.06,,,,23.31,22.93,-0.38,2032.0,2009.0,-23.0
Renaiss. Global,RGL,/company/RGL/consolidated/,170.48,1829.11,Jun 2026,Mar 2026,True,61.7,61.95,0.25,2.02,4.15,2.13,0.0,0.14,0.14,,,,36.28,33.76,-2.52,25824.0,23555.0,-2269.0
Repco Home Fin,REPCOHOME,/company/REPCOHOME/consolidated/,355.85,2226.86,Jun 2026,Mar 2026,True,37.13,37.13,0.0,13.37,12.36,-1.01,24.27,26.08,1.81,,,,25.21,24.42,-0.79,51135.0,49320.0,-1815.0
RHI Magnesita,RHIM,/company/RHIM/consolidated/,388.85,8024.51,Jun 2026,Mar 2026,True,56.07,56.07,0.0,4.38,3.98,-0.4,13.46,14.34,0.88,,,,26.08,25.6,-0.48,64358.0,63783.0,-575.0
Rico Auto Inds,RICOAUTO,/company/RICOAUTO/consolidated/,129.23,1751.07,Jun 2026,Mar 2026,True,50.33,50.33,0.0,2.14,3.58,1.44,0.09,0.24,0.15,,,,47.43,45.84,-1.59,107428.0,100407.0,-7021.0
Rishabh Instrum.,RISHABH,/company/RISHABH/consolidated/,738.95,2863.60,Jun 2026,Mar 2026,True,69.55,69.4,-0.15,0.1,1.17,1.07,11.72,11.21,-0.51,0.0,0.0,0.0,18.63,18.21,-0.42,32231.0,30707.0,-1524.0
Rossell Techsys,ROSSTECH,/company/ROSSTECH/consolidated/,1449.80,5462.31,Jun 2026,Mar 2026,True,74.8,74.8,0.0,1.6,1.68,0.08,3.51,0.78,-2.73,,,,20.08,22.74,2.66,19467.0,26662.0,7195.0
Roto Pumps,ROTO,/company/ROTO/consolidated/,63.13,1191.94,Jun 2026,Mar 2026,True,66.8,66.8,0.0,0.14,0.19,0.05,0.15,0.11,-0.04,,,,32.91,32.91,0.0,64755.0,69840.0,5085.0
RPG LifeScience.,RPGLIFE,/company/RPGLIFE/,3025.40,5003.62,Jun 2026,Mar 2026,True,72.95,72.95,0.0,0.87,0.95,0.08,7.45,8.68,1.23,,,,18.72,17.42,-1.3,25282.0,23886.0,-1396.0
RPSG Ventures,RPSGVENT,/company/RPSGVENT/consolidated/,851.75,2818.30,Jun 2026,Mar 2026,True,63.51,63.51,0.0,3.27,4.01,0.74,1.93,1.98,0.05,0.01,0.01,0.0,31.28,30.49,-0.79,40488.0,39049.0,-1439.0
Ruby Mills,RUBYMILLS,/company/RUBYMILLS/,490.20,1643.69,Jun 2026,Mar 2026,True,74.91,74.91,0.0,0.0,0.02,0.02,0.0,0.1,0.1,,,,25.11,24.98,-0.13,12510.0,10544.0,-1966.0
